game_id,week,season_type,home_team,home_points,away_team,away_points,excitement_index
401756846,1,regular,Kansas State,21,Iowa State,24,6.029094160739601
401767476,1,regular,Nicholls,20,Incarnate Word,6,5.1264992032756584
401760371,1,regular,UNLV,38,Idaho State,31,9.598561710191433
401767126,1,regular,Portland State,0,Tarleton State,42,4.943513767987275
401756847,1,regular,Kansas,31,Fresno State,7,3.7830408481663227
401757218,1,regular,Western Kentucky,41,Sam Houston,24,6.04146368507938
401767410,1,regular,Southern,14,North Carolina Central,31,3.815677850005746
401754516,1,regular,Hawai'i,23,Stanford,20,7.307567862447438
401773590,1,regular,Central Washington,41,Colorado Mesa,14,NA
401762522,1,regular,South Florida,34,Boise State,7,5.137221554324761
401752794,1,regular,Rutgers,34,Ohio,31,6.943864856309906
401767549,1,regular,Youngstown State,24,Mercyhurst,15,3.8824847904059174
401762790,1,regular,Bowling Green,26,Lafayette,7,2.717791924914604
401773488,1,regular,Saginaw Valley State,21,Northeastern State,28,NA
401773703,1,regular,Clarion,34,Wheeling,0,NA
401773470,1,regular,Michigan Tech,37,Bemidji State,17,NA
401773397,1,regular,Marian College,21,Indianapolis,45,NA
401757219,1,regular,Delaware,35,Delaware State,17,4.477316433427869
401773514,1,regular,Delta State,31,Central Missouri,23,NA
401773643,1,regular,Ferris State,34,Pittsburg St,17,NA
401762789,1,regular,Akron,0,Wyoming,10,4.853832638856986
401773633,1,regular,Wayne State (NE),21,Nebraska-Kearney,28,NA
401773667,1,regular,Seton Hill,21,Fairmont State,24,NA
401773093,1,regular,University Of Charleston (WV),39,Livingstone,10,NA
401773639,1,regular,Minnesota State Mankato,38,Northwest Missouri St,14,NA
401754373,1,regular,NC State,24,East Carolina,17,4.6509769467251365
401767446,1,regular,Indiana State,41,McKendree,24,5.330943776625397
401773691,1,regular,Walsh,38,West Liberty,10,NA
401756848,1,regular,UCF,17,Jacksonville State,10,7.405744591220826
401773478,1,regular,Northern Michigan,37,Minnesota State Moorhead,44,NA
401773065,1,regular,Wilson,7,Virginia St,35,NA
401761588,1,regular,UL Monroe,29,St. Francis (PA),0,3.5420324150475073
401767327,1,regular,Norfolk State,7,Towson,27,4.766962778982658
401767171,1,regular,Eastern Illinois,24,Dayton,14,7.113508880152246
401767209,1,regular,St. Thomas (MN),35,Lindenwood,13,6.43543178258389
401773827,1,regular,East Stroudsburg University,14,Edinboro University,29,NA
401767620,1,regular,Drake,41,Upper Iowa University,7,2.945056763997765
401777556,1,regular,University of Mary,28,Midland Lutheran College,22,NA
401773431,1,regular,Quincy,38,Concordia University St Paul,7,NA
401754517,1,regular,Duke,45,Elon,17,5.767314867159874
401767468,1,regular,Houston Christian,69,Little Rock,0,2.526594074777805
401767298,1,regular,Samford,3,West Georgia,34,3.412002605674839
401756876,1,regular,Oklahoma State,27,UT Martin,7,3.472374103395647
401752674,1,regular,Missouri,61,Central Arkansas,6,3.2619476923306743
401756852,1,regular,Houston,27,Stephen F. Austin,0,3.3544950535553952
401752793,1,regular,Minnesota,23,Buffalo,10,4.44321876439467
401777554,1,regular,Winona State,7,Minnesota Duluth,35,NA
401767369,1,regular,Northwestern State,20,Alcorn State,10,4.406877479072377
401773545,1,regular,Eastern New Mexico,28,New Mexico Highlands,34,NA
401773534,1,regular,Fort Hays State,7,Angelo State,28,NA
401773788,1,regular,Black Hills State,21,Sioux Falls,27,NA
401773604,1,regular,Emporia State University,27,Minot State,7,NA
401773910,1,regular,CSU Pueblo,43,South Dakota Mines,0,NA
401773579,1,regular,Western Colorado,45,West Texas A&M,28,NA
401762430,1,regular,UAB,52,Alabama State,42,7.242758388206213
401762791,1,regular,Wisconsin,17,Miami (OH),0,3.94006770879842
401752796,1,regular,Cincinnati,17,Nebraska,20,6.207148038057158
401760357,1,regular,San Diego State,42,Stony Brook,0,3.150955628954011
401762432,1,regular,Army,27,Tarleton State,30,6.9127413278628165
401767140,1,regular,Rhode Island,31,Campbell,20,6.360519529223957
401766898,1,regular,Florida International,42,Bethune-Cookman,9,3.5516503900016345
401767256,1,regular,Colgate,39,Monmouth,42,6.352487419957231
401761589,1,regular,Charlotte,11,App State,34,3.6672300484451488
401752802,1,regular,Michigan State,23,Western Michigan,6,3.7661354973196874
401754374,1,regular,Wake Forest,10,Kennesaw State,9,6.22130557202866
401773529,1,regular,West Florida,48,Lenoir-Rhyne,21,NA
401779329,1,regular,Marist,31,New Haven,14,4.075129061217536
401756854,1,regular,Kansas,46,Wagner,7,2.6144160037316513
401752795,1,regular,Illinois,52,Western Illinois,3,2.8018660135329183
401752667,1,regular,Baylor,24,Auburn,38,5.207606567811596
401754375,1,regular,Colorado,20,Georgia Tech,27,5.409469095229784
401757224,1,regular,Sam Houston,21,UNLV,38,3.6618211785683403
401760358,1,regular,San José State,14,Central Michigan,16,6.0997865114863705
401773684,1,regular,Glenville State,17,Emory & Henry College,45,NA
401762434,1,regular,Navy,52,VMI,7,2.789700254532362
401752803,1,regular,Tulane,23,Northwestern,3,3.4735579019831504
401762792,1,regular,Kent State,21,Merrimack,17,5.481133614709961
401773452,1,regular,Gannon,12,Davenport,21,NA
401752801,1,regular,Purdue,31,Ball State,0,2.588454535328131
401767509,1,regular,The Citadel,0,North Dakota State,38,2.445577702992695
401773141,1,regular,Shorter,7,Anderson (Sc),34,NA
401767732,1,regular,Lehigh,21,Richmond,14,5.797512358947201
401773696,1,regular,Carson-Newman College,41,West Virginia State,10,NA
401752677,1,regular,Ohio State,14,Texas,7,3.8398377534422923
401754520,1,regular,Pittsburgh,61,Duquesne,9,3.47575245890134
401752676,1,regular,Tennessee,45,Syracuse,26,4.3399094147520065
401752673,1,regular,Southern Miss,17,Mississippi State,34,4.441994027739813
401752797,1,regular,Maryland,39,Florida Atlantic,7,4.6495327038332155
401752670,1,regular,Kentucky,24,Toledo,16,4.645077771761659
401767230,1,regular,Tennessee Tech,65,Cumberland (TN),0,3.015171231902782
401773099,1,regular,Shaw,7,Albany State GA,51,NA
401767602,1,regular,Davidson,14,Georgetown,51,3.4222123258799364
401773520,1,regular,Clark Atlanta,28,Valdosta State,31,NA
401773057,1,regular,Grand Valley State University,45,Lincoln (PA),9,NA
401774011,1,regular,Central State (OH),24,Kentucky State,34,NA
401773699,1,regular,Post University,51,West Virginia Wesleyan,14,NA
401756878,1,regular,West Virginia,45,Robert Morris,3,3.57973720985092
401767536,1,regular,Northern Iowa,38,Butler,14,4.199711605356322
401773444,1,regular,Washburn,20,Truman State,17,NA
401757167,1,regular,UConn,59,Central Connecticut,13,3.95550409152391
401773627,1,regular,Augustana University (SD),30,Missouri Western,26,NA
401767339,1,regular,Furman,23,William & Mary,21,5.948320866010716
401767655,1,regular,Valparaiso,67,Virginia University Of Lynchburg,10,3.7348698232766466
401767657,1,regular,Sacred Heart,12,Stonehill,7,5.1668181663474755
401773448,1,regular,Fort Lewis,14,William Jewell,34,NA
401754518,1,regular,Boston College,66,Fordham,10,2.976087307715974
401752806,1,regular,Indiana,27,Old Dominion,14,3.9242669449124707
401754519,1,regular,Louisville,51,Eastern Kentucky,17,3.0636716021323727
401767179,1,regular,Jackson State,28,Hampton,14,6.745220205799401
401767119,1,regular,Northern Colorado,17,Chadron St,3,2.804241198609278
401773086,1,regular,Morehouse College,9,Johnson C Smith,45,NA
401756853,1,regular,Iowa State,55,South Dakota,7,3.3546079527757073
401760359,1,regular,Air Force,49,Bucknell,13,3.441692868709148
401752669,1,regular,Georgia,45,Marshall,7,2.831958872682932
401752807,1,regular,Penn State,46,Nevada,11,3.706021586002457
401762793,1,regular,Northern Illinois,19,Holy Cross,17,6.2914887592355555
401762456,1,regular,Massachusetts,10,Temple,42,3.8483313691960914
401752665,1,regular,Florida State,31,Alabama,17,4.8906927608722865
401757220,1,regular,Liberty,28,Maine,7,5.501209893183468
401767350,1,regular,Florida A&M,9,Howard,10,5.544102718490406
401752804,1,regular,Oregon,59,Montana State,13,2.8004427689666893
401752666,1,regular,Arkansas,52,Alabama A&M,7,3.687395892523427
401762433,1,regular,Memphis,45,Chattanooga,10,2.82049571942945
401767223,1,regular,Tennessee State,24,North Carolina A&T,21,7.75889524114238
401773079,1,regular,Benedict College,10,Fayetteville State,0,NA
401777980,1,regular,Pace,10,St. Anselm,34,NA
401767425,1,regular,Mississippi Valley State,29,Southern,34,8.164653262719234
401767454,1,regular,East Tennessee State,45,Murray State,17,3.885604035779264
401774027,1,regular,Savannah St,14,Edward Waters,41,NA
401767651,1,regular,Stetson,21,Webber International,31,5.715634424298559
401773129,1,regular,Wingate,30,UNC Pembroke,21,NA
401767572,1,regular,Mercer,10,Presbyterian,15,4.964711559409052
401767265,1,regular,North Carolina Central,10,New Hampshire,27,6.504356067494512
401767415,1,regular,South Carolina State,16,Wofford,15,8.489984768206247
401767201,1,regular,Western Carolina,45,Gardner-Webb,52,6.93640495868696
401773657,1,regular,UVA Wise,29,Concord University,37,NA
401752675,1,regular,Oklahoma,35,Illinois State,3,2.9983928062016716
401754616,1,regular,Virginia,48,Coastal Carolina,7,3.3129902798197115
401773676,1,regular,Frostburg State,41,Shepherd,27,NA
401773113,1,regular,Chowan,28,Elizabeth City State,14,NA
401752799,1,regular,Iowa,34,UAlbany,7,3.706247041004862
401761590,1,regular,James Madison,45,Weber State,10,2.7608139230966167
401767634,1,regular,Morehead State,38,Allen,31,5.2592086144384895
401773926,1,regular,Catawba,45,Ferrum,13,NA
401773524,1,regular,West Alabama,27,Fort Valley State,17,NA
401773406,1,regular,Lincoln (MO),55,Lincoln (CA),6,NA
401773961,1,regular,Bluefield State,23,Greeneville,49,NA
401757226,1,regular,Western Kentucky,55,North Alabama,6,3.3106136190380187
401767490,1,regular,McNeese,54,Louisiana College,9,3.8175960343445916
401773572,1,regular,UT Permian Basin,34,Central Oklahoma,14,NA
401767547,1,regular,Southern Illinois,49,Thomas More College,3,2.760055726495279
401773423,1,regular,Missouri S&T,51,Central Methodist,10,NA
401761591,1,regular,Arkansas State,42,Southeast Missouri State,24,5.924281246577312
401788977,1,regular,Grambling,55,Langston University,7,4.643624863897571
401752678,1,regular,Texas A&M,42,UTSA,24,5.030838796225625
401757222,1,regular,Middle Tennessee,14,Austin Peay,34,3.462974439157419
401767059,1,regular,Incarnate Word,31,Eastern Washington,21,6.580219288089783
401752679,1,regular,Vanderbilt,45,Charleston Southern,3,2.7451869108600695
401767130,1,regular,South Dakota State,20,Sacramento State,3,3.790136674184458
401761595,1,regular,Troy,38,Nicholls,20,6.052806292810168
401756855,1,regular,Kansas State,38,North Dakota,35,8.240626327135903
401752668,1,regular,Florida,55,Long Island University,0,2.385883070261922
401761593,1,regular,South Alabama,38,Morgan State,21,5.2016841453645455
401752798,1,regular,USC,73,Missouri State,13,3.0279735308189717
401752808,1,regular,Michigan,34,New Mexico,17,3.6631597398085893
401757221,1,regular,Louisiana Tech,24,SE Louisiana,0,4.7634267448994905
401752671,1,regular,Clemson,10,LSU,17,5.004065274365249
401757225,1,regular,Utah State,28,UTEP,16,4.996551118389414
401756877,1,regular,Texas Tech,67,Arkansas-Pine Bluff,7,2.7990282330735847
401752672,1,regular,Ole Miss,63,Georgia State,7,3.4204603848447697
401762457,1,regular,Tulsa,35,Abilene Christian,7,3.551272659203257
401762435,1,regular,North Texas,51,Lamar,0,2.982110770273526
401773555,1,regular,Missouri Southern State,33,Midwestern State,19,NA
401773585,1,regular,Western New Mexico,35,Adams State,21,NA
401761594,1,regular,Texas State,52,Eastern Michigan,27,4.503330170819301
401756851,1,regular,BYU,69,Portland State,0,3.258035940051477
401767431,1,regular,Texas Southern,21,Prairie View A&M,22,6.618072778209336
401767526,1,regular,UT Rio Grande Valley,66,Sul Ross State,0,3.4908242426441127
401767070,1,regular,San Diego,17,Cal Poly,41,2.7792348732633623
401761592,1,regular,Louisiana,12,Rice,14,5.187988330546746
401767080,1,regular,Southern Utah,46,Idaho State,24,3.3324006435933637
401757223,1,regular,New Mexico State,19,Bryant,3,5.18143893252369
401754521,1,regular,SMU,42,East Texas A&M,13,3.669642264908016
401760361,1,regular,Fresno State,42,Georgia Southern,14,5.103442618284628
401752947,1,regular,Washington State,13,Idaho,10,5.3135115653866585
401767156,1,regular,Utah Tech,24,UC Davis,31,6.500506947671538
401756850,1,regular,Arizona State,38,Northern Arizona,19,4.068778435088151
401752936,1,regular,Oregon State,15,California,34,2.8187930693076786
401756849,1,regular,Arizona,40,Hawai'i,6,3.562811782110526
401752805,1,regular,Washington,38,Colorado State,21,5.217607914774461
401752800,1,regular,UCLA,10,Utah,43,2.96631481543708
401752680,1,regular,South Carolina,24,Virginia Tech,11,5.151864455216693
401773072,1,regular,Virginia Union,45,Miles College,3,NA
401774028,1,regular,Tuskegee,20,Winston-Salem,17,NA
401754522,1,regular,Miami,27,Notre Dame,24,5.318312492748594
401754523,1,regular,North Carolina,14,TCU,48,3.407486721191629
401773471,2,regular,South Dakota Mines,9,Michigan Tech,45,NA
401774218,2,regular,North Carolina Wesleyan,64,Averett,12,NA
401773494,2,regular,Wayne State (MI),7,Tiffin,34,NA
401773648,2,regular,PennWest California,23,University Of Charleston (WV),19,NA
401773700,2,regular,West Virginia Wesleyan,20,Clarion,48,NA
401778004,2,regular,Buffalo State,0,Brockport,41,NA
401783311,2,regular,Wilkes,19,Kings College (PA),16,NA
401774158,2,regular,Wisconsin-Eau Claire,29,Carroll University (WI),7,NA
401774062,2,regular,Lebanon Valley,21,Franklin & Marshall,31,NA
401773668,2,regular,Fairmont State,41,Bloomsburg,40,NA
401777200,2,regular,Westminster (PA),8,Marietta,12,NA
401773369,2,regular,Henderson State,48,Southern Nazarene,13,NA
401774272,2,regular,Texas Lutheran,14,Trinity University TX,26,NA
401773165,2,regular,Indiana-Pennsylvania,9,Ashland,13,NA
401773382,2,regular,Southern Arkansas,49,Oklahoma Baptist,14,NA
401777085,2,regular,Heidelberg,65,Hiram College,27,NA
401773342,2,regular,Southeastern Oklahoma State,44,Arkansas-Monticello,13,NA
401773361,2,regular,Northwestern Oklahoma State,7,Harding University,49,NA
401773677,2,regular,Millersville,34,Frostburg State,42,NA
401773331,2,regular,Southwestern Oklahoma State,10,Arkansas Tech,32,NA
401776726,2,regular,Valley City State,27,Augsburg,0,NA
401777552,2,regular,East Stroudsburg University,31,Pace,12,NA
401773706,2,regular,Kutztown University,51,Assumption,14,NA
401774462,2,regular,Belhaven,50,Millsaps,24,NA
401773352,2,regular,East Central (OK),24,Ouachita Baptist,22,NA
401773613,2,regular,CSU Pueblo,35,Fort Hays State,36,NA
401773580,2,regular,West Texas A&M,31,Colorado School Of Mines,33,NA
401773258,2,regular,Howard Payne,21,Pacific (OR),13,NA
401773044,2,regular,Cornell College (IA),6,Coe College,62,NA
401766643,2,regular,Illinois College,28,Greenville,9,NA
401777027,2,regular,Thiel,8,Concordia-Wisconsin,27,NA
401777236,2,regular,Randolph-Macon,48,Dickinson (PA),34,NA
401789174,2,regular,Franklin Pierce,13,Slippery Rock,24,NA
401778000,2,regular,Curry College,35,Bridgewater State,28,NA
401783361,2,regular,Merchant Marine Academy,29,Montclair State,15,NA
401778005,2,regular,Gallaudet,7,Albright,9,NA
401754528,2,regular,Louisville,28,James Madison,14,7.134433804940607
401773295,2,regular,Alfred University,28,Hobart College,23,NA
401777731,2,regular,Catholic,10,McDaniel College,7,NA
401777995,2,regular,Muhlenberg,38,Moravian,19,NA
401774147,2,regular,St. Lawrence,19,Norwich,3,NA
401788913,2,regular,Mass Maritime,14,SUNY Maritime,21,NA
401774081,2,regular,Gettysburg,30,Juniata College,31,NA
401777002,2,regular,Fitchburg State,49,Dean College,14,NA
401783282,2,regular,Reading,17,Ursinus,41,NA
401752817,2,regular,Northwestern,42,Western Illinois,7,2.7447744283164024
401752826,2,regular,Maryland,20,Northern Illinois,9,4.649374638913491
401760363,2,regular,Boise State,51,Eastern Washington,14,3.3689811519754373
401773535,2,regular,Angelo State,41,Emporia State University,20,NA
401776993,2,regular,Endicott College,31,Misericordia,21,NA
401777019,2,regular,Concordia University Chicago,17,Minnesota Morris,16,NA
401773232,2,regular,Findlay,38,Indianapolis,35,NA
401773479,2,regular,Northwood (MI),23,Northern Michigan,18,NA
401777774,2,regular,MIT,46,Nichols College,13,NA
401774057,2,regular,Washington & Jefferson,31,Utica,49,NA
401777095,2,regular,Otterbein,28,Ohio Wesleyan,65,NA
401774036,2,regular,FDU-Florham,0,St John Fisher University,21,NA
401773276,2,regular,Eastern University,46,Anna Maria College,7,NA
401754525,2,regular,SMU,45,Baylor,48,8.737381517894203
401777227,2,regular,Delaware Valley,9,Hampden-Sydney,38,NA
401776968,2,regular,Hartwick,56,Maine Maritime,7,NA
401774299,2,regular,Framingham State,13,Husson,40,NA
401767741,2,regular,Central Connecticut,34,American International,7,4.2373820491657685
401754621,2,regular,Florida State,77,East Texas A&M,3,2.7206631464915
401754618,2,regular,Syracuse,27,UConn,20,6.602095300884476
401752825,2,regular,Duke,19,Illinois,45,5.058968869408419
401752813,2,regular,Minnesota,66,Northwestern State,0,1.8817563649333342
401754529,2,regular,Pittsburgh,45,Central Michigan,17,3.5595529031904913
401776805,2,regular,University of Rochester (NY),38,Olivet College,17,NA
401778013,2,regular,Salve Regina,34,UMass Dartmouth,13,NA
401777767,2,regular,New England College,21,Plymouth State,49,NA
401767612,2,regular,Dayton,38,Thomas More College,0,3.697229685801715
401767658,2,regular,Lehigh,28,Sacred Heart,10,NA
401773087,2,regular,Johnson C Smith,28,Valdosta State,16,NA
401754524,2,regular,NC State,35,Virginia,31,8.126042888443141
401767750,2,regular,Duquesne,55,Lincoln (PA),14,NA
401752812,2,regular,Indiana,56,Kennesaw State,9,3.090302435948307
401756885,2,regular,Texas Tech,62,Kent State,14,2.845913821655414
401752822,2,regular,Iowa State,16,Iowa,13,5.137924145830644
401752693,2,regular,Texas,38,San José State,7,3.6535531729515283
401757227,2,regular,Jacksonville State,34,Liberty,24,4.611249661121996
401773104,2,regular,West Virginia State,28,Wilson,14,NA
401777976,2,regular,Bentley,13,West Chester,30,NA
401776793,2,regular,Oberlin,6,Calvin University,88,NA
401752811,2,regular,Penn State,34,Florida International,0,4.026950736531958
401779511,2,regular,Mercyhurst,48,New Haven,14,NA
401774091,2,regular,Susquehanna,33,Union (NY),14,NA
401774044,2,regular,Cortland,14,Grove City College,31,NA
401752694,2,regular,Texas A&M,44,Utah State,22,3.808337874202806
401774235,2,regular,Hendrix College,14,Maryville College (TN),40,NA
401767719,2,regular,Georgetown,31,Wagner,20,15.051995758191302
401773242,2,regular,McKendree,17,Hillsdale,22,NA
401773266,2,regular,Anderson (IN),7,Alfred State,6,NA
401774227,2,regular,Shenandoah,25,Methodist,6,NA
401766644,2,regular,Chicago,0,Carnegie Mellon,20,NA
401777274,2,regular,Widener,44,Geneva,18,NA
401776976,2,regular,Biddeford,56,Coast Guard,49,NA
401774280,2,regular,Bethany (WV),6,Sewanee,41,NA
401773692,2,regular,West Liberty,21,Seton Hill,42,NA
401777249,2,regular,Washington and Lee,21,Salisbury,42,NA
401773028,2,regular,Shippensburg,7,Bowie State,23,NA
401767626,2,regular,Marist,23,Bucknell,34,NA
401774051,2,regular,Kean,17,SUNY Morrisville,14,NA
401783301,2,regular,Western New England,23,Springfield,22,NA
401777197,2,regular,Waynesburg,14,John Carroll University,48,NA
401773658,2,regular,Bluefield State,38,Concord University,31,NA
401774208,2,regular,Southern Virginia,27,Apprentice School,6,NA
401774072,2,regular,Ithaca College,14,Johns Hopkins University,42,NA
401773927,2,regular,Emory & Henry College,35,Catawba,7,NA
401777266,2,regular,Rowan,17,Case Western Reserve,17,NA
401767332,2,regular,Delaware State,37,UAlbany,32,17.718735785202096
401767231,2,regular,Tennessee Tech,45,Chattanooga,17,NA
401774421,2,regular,Manchester,14,Westminster College (MO),21,NA
401767771,2,regular,Stonehill,26,Lafayette,42,2.705708938046498
401769067,2,regular,Merrimack,31,St. Anselm,6,NA
401769891,2,regular,Butler,37,Truman State,27,NA
401767172,2,regular,Indiana State,38,Eastern Illinois,14,NA
401776787,2,regular,Wisconsin-River Falls,45,Alma,33,NA
401774120,2,regular,Christopher Newport,38,Trine University,7,NA
401773114,2,regular,Chowan,28,West Alabama,38,NA
401773304,2,regular,Saint Vincent,28,Hilbert College,7,NA
401766652,2,regular,Lawrence University,14,Martin Luther,33,NA
401774320,2,regular,Lycoming,24,College Of New Jersey,27,NA
401788304,2,regular,Anderson (Sc),35,ERSKINE,7,NA
401773497,2,regular,Kentucky Wesleyan,7,West Florida,28,NA
401774130,2,regular,Westfield State,12,Castleton,16,NA
401774245,2,regular,Brevard College,20,Kentucky Christian,41,NA
401774407,2,regular,Franklin,27,Ohio Northern,20,NA
401774395,2,regular,University of Mount Union,37,Wheaton,29,NA
401767587,2,regular,VMI,42,Ferrum,7,2.0512679877850477
401776761,2,regular,Hamline University,28,Crown College,21,NA
401754620,2,regular,Wake Forest,42,Western Carolina,10,3.787144642944783
401767550,2,regular,Youngstown State,56,Robert Morris,17,NA
401767565,2,regular,Furman,38,Presbyterian,39,4.416621582855883
401773732,2,regular,Winona State,21,Bemidji State,17,NA
401773972,2,regular,Kentucky State,21,Albany State GA,49,NA
401773489,2,regular,Saginaw Valley State,49,Gannon,28,NA
401773035,2,regular,Illinois Wesleyan,18,Central College,27,NA
401773172,2,regular,Wisconsin-Stout,38,Dubuque,35,NA
401773185,2,regular,Luther,3,Millikin,33,NA
401776735,2,regular,Wisconsin-Lutheran,27,St. Scholastica,41,NA
401773179,2,regular,Loras College,0,Hope College,62,NA
401776743,2,regular,St. Olaf,32,Northwestern (MN),7,NA
401773155,2,regular,Benedictine University,35,Buena Vista,0,NA
401766645,2,regular,Grinnell,15,Macalester,20,NA
401766646,2,regular,Rockford,19,Beloit,15,NA
401762462,2,regular,Temple,55,Howard,7,2.9134675745817527
401773432,2,regular,Roosevelt,23,Quincy,21,NA
401774182,2,regular,Aurora,0,Wisconsin-Platteville,41,NA
401774188,2,regular,Wisconsin-Stevens Pt,28,Albion,21,NA
401777953,2,regular,Lake Erie,6,Ferris State,63,NA
401773751,2,regular,Minnesota State Mankato,34,Minot State,16,NA
401777049,2,regular,Allegheny,24,Denison University,35,NA
401774197,2,regular,Wisconsin-Whitewater,45,Carleton,14,NA
401773767,2,regular,Augustana University (SD),37,Jamestown College,7,NA
401773640,2,regular,Washburn,7,Northwest Missouri St,34,NA
401777045,2,regular,St. Norbert,21,Wabash College,55,NA
401777134,2,regular,Wittenberg,13,Baldwin Wallace,31,NA
401767224,2,regular,Tennessee State,3,North Dakota State,59,5.364391180966391
401760366,2,regular,New Mexico,32,Idaho State,22,9.93391428193871
401778022,2,regular,Willamette,17,Pomona Pitzer,41,NA
401773994,2,regular,Clark Atlanta,17,Florida Memorial University,12,NA
401773407,2,regular,Lane College,15,Lincoln (MO),27,NA
401761596,2,regular,App State,20,Lindenwood,13,3.7514841176252114
401762816,2,regular,Massachusetts,26,Bryant,27,12.276715985149488
401762458,2,regular,Navy,38,UAB,24,5.7014933667827785
401762794,2,regular,Buffalo,45,St. Francis (PA),6,5.157436147263064
401756881,2,regular,Colorado,31,Delaware,7,3.906826980049366
401754622,2,regular,Georgia Tech,59,Gardner-Webb,12,4.322248368858751
401754637,2,regular,Clemson,27,Troy,16,5.6461113334510316
401752685,2,regular,Georgia,28,Austin Peay,6,2.9867455253692707
401767579,2,regular,Samford,13,The Citadel,40,NA
401752815,2,regular,Ohio State,70,Grambling,0,1.5906830881361842
401752692,2,regular,Tennessee,72,East Tennessee State,17,2.9136991274366872
401756880,2,regular,Cincinnati,34,Bowling Green,20,3.2207508534805123
401752686,2,regular,Kentucky,23,Ole Miss,30,5.576328550071941
401752937,2,regular,Oregon State,27,Fresno State,36,10.016643565438494
401752824,2,regular,Oregon,69,Oklahoma State,3,2.6418738763775176
401752689,2,regular,Missouri,42,Kansas,31,7.324718276252601
401752818,2,regular,Rutgers,45,Miami (OH),17,4.348794069458188
401762461,2,regular,Western Michigan,30,North Texas,33,13.082157990893087
401761603,2,regular,UTSA,36,Texas State,43,7.993288344920428
401760367,2,regular,Wyoming,31,Northern Iowa,7,8.168879135472618
401774024,2,regular,Edward Waters,46,Miles College,14,NA
401774175,2,regular,Linfield College,14,Wisconsin-Oshkosh,31,NA
401767089,2,regular,Idaho,37,St. Thomas (MN),30,14.5935564276272
401777159,2,regular,California Lutheran University,18,Pacific Lutheran,15,NA
401756883,2,regular,Ohio,17,West Virginia,10,5.200094461188878
401777166,2,regular,Puget Sound,20,Lewis & Clark College,56,NA
401752820,2,regular,Wisconsin,42,Middle Tennessee,10,8.256093668394996
401776766,2,regular,Whitworth,23,Gustavus Adolphus,10,NA
401773593,2,regular,Western Oregon,27,Southern Oregon,7,NA
401752684,2,regular,Florida,16,South Florida,18,6.071843438438032
401767112,2,regular,Northern Arizona,38,Utah Tech,31,4.896754710922734
401761602,2,regular,Southern Miss,38,Jackson State,20,4.4706589557839225
401752682,2,regular,Arkansas,56,Arkansas State,14,4.1021128537182205
401760365,2,regular,Nevada,20,Sacramento State,17,7.843347356319783
401774140,2,regular,Western Connecticut St,21,William Paterson,20,NA
401767149,2,regular,Elon,55,Davidson,7,3.0883046537426093
401774111,2,regular,Worcester Polytechnic Institute,9,Rensselaer,26,NA
401777102,2,regular,Wilmington (OH),59,Wooster,35,NA
401767266,2,regular,New Hampshire,19,Holy Cross,16,13.227034335825344
401773950,2,regular,Greeneville,7,Lenoir-Rhyne,28,NA
401762460,2,regular,Florida Atlantic,56,Florida A&M,14,3.054075854019231
401773080,2,regular,UNC Pembroke,31,Fayetteville State,24,NA
401767257,2,regular,Fordham,28,Monmouth,49,13.561051769705925
401773742,2,regular,Southwest Minnesota State,3,Minnesota State Moorhead,51,NA
401754530,2,regular,California,35,Texas Southern,3,4.6396748926369975
401773685,2,regular,Lock Haven University,16,Glenville State,13,NA
401767593,2,regular,Wofford,10,Richmond,14,5.821420225191183
401757228,2,regular,Marshall,20,Missouri State,21,7.466062922611336
401773142,2,regular,Savannah St,13,Shorter,0,NA
401774335,2,regular,Berry College,58,Huntingdon College (AL),28,NA
401767336,2,regular,Villanova,24,Colgate,17,NA
401767652,2,regular,Stetson,59,Warner University,13,NA
401767180,2,regular,Hampton,27,Elizabeth City State,20,4.102996386974574
401767189,2,regular,William & Mary,28,Maine,27,6.843177839559491
401767317,2,regular,Stony Brook,17,Rhode Island,31,10.498272822878102
401767404,2,regular,Norfolk State,34,Virginia St,31,6.823501529174698
401773094,2,regular,Allen,17,Livingstone,28,NA
401767277,2,regular,Eastern Kentucky,20,Houston Christian,10,NA
401773704,2,regular,Wheeling,15,Walsh,31,NA
401762459,2,regular,East Carolina,56,Campbell,3,2.864519137775231
401761599,2,regular,Old Dominion,54,North Carolina Central,6,3.9235643234565463
401756887,2,regular,Utah,63,Cal Poly,9,3.065962949677993
401773955,2,regular,UVA Wise,24,Newberry,31,NA
401777542,2,regular,Mars Hill,25,Winston-Salem,28,NA
401773439,2,regular,Southwest Baptist,31,Missouri Southern State,38,NA
401752691,2,regular,South Carolina,38,South Carolina State,10,4.217151204005949
401754641,2,regular,Miami,45,Bethune-Cookman,3,2.696307152207372
401773135,2,regular,Delta State,41,North Greenville,9,NA
401773204,2,regular,Simpson College (IA),41,Augustana (IL),42,NA
401766648,2,regular,Eureka College,14,Knox College,13,NA
401773462,2,regular,Grand Valley State University,48,Black Hills State,36,NA
401773424,2,regular,Northeastern State,24,Missouri S&T,27,NA
401774343,2,regular,Centre College Kentucky,23,Hanover College,15,NA
401778025,2,regular,Bridgewater (VA),27,Stevenson,32,NA
401774434,2,regular,Rose-Hulman,0,Depauw,40,NA
401774397,2,regular,Bluffton,20,Kenyon,17,NA
401773759,2,regular,Sioux Falls,42,Northern State,28,NA
